accuracy,balanced_accuracy,benchmark,binary_macro_f1,choice_nll,correct,correct_answer_bpb,fn,fp,n,subject,tn,tp
0.5243243243243243,,asep_mcqa,,1.2791544162551385,97,0.0648373357561994,,,185,0,,
0.425,,asep_mcqa,,1.3296826958675871,102,0.06100780987203827,,,240,1,,
0.50625,,asep_mcqa,,1.303572717561288,81,0.04928774777145237,,,160,2,,
0.51010101010101,,asep_mcqa,,1.2737964457690036,101,0.054978962506562604,,,198,3,,
0.4067796610169492,,asep_mcqa,,1.3320432363328156,48,0.05299514567494707,,,118,4,,
0.9294871794871795,,asep_mcqa,,0.9705141787517895,145,0.042749414340027825,,,156,5,,
0.5934959349593496,,asep_mcqa,,1.2642362443719535,73,0.07366413329717277,,,123,6,,
0.5483050847457627,,asep_mcqa,,1.254773827896435,647,0.05618489154132674,,,1180,__all__,,
0.46410684474123537,,demosqa,,1.2855035885906894,278,0.019854777748258574,,,599,__all__,,
0.6134020618556701,0.6180310326377743,gpcr,0.6133917895575927,0.6697642662284268,119,0.13481005827162731,29,46,194,__all__,59,60
0.3333333333333333,0.375,gpcr,0.3333333333333333,0.7333378048808047,4,0.3033791791258034,6,2,12,art forms,2,2
0.6,0.5833333333333333,gpcr,0.5833333333333333,0.6821775900523253,3,0.07116568616118674,1,1,5,constructions,2,1
0.8333333333333334,0.8333333333333333,gpcr,0.8285714285714285,0.5564229994527636,5,0.16854962495198283,0,1,6,customs,2,3
0.6666666666666666,0.75,gpcr,0.6666666666666666,0.6827321216846215,2,0.17075444923884459,0,1,3,disability,1,1
0.6296296296296297,0.6583333333333333,gpcr,0.6164772727272727,0.6226122477188802,17,0.2264067902429219,1,9,27,driving,6,11
0.42857142857142855,0.37777777777777777,gpcr,0.3777777777777778,0.7062893997299831,6,0.11818965632535326,4,4,14,everyday objects,1,5
0.2857142857142857,0.29166666666666663,gpcr,0.28571428571428575,0.7544738655466389,2,0.21880045837125361,2,3,7,folklore,1,1
0.6666666666666666,0.4,gpcr,0.4000000000000001,0.6755104828092438,4,0.08467923133300194,1,1,6,industry,4,0
0.8,0.8333333333333333,gpcr,0.8,0.6193993681778822,4,0.110217821257506,1,0,5,intelligent systems,2,2
1.0,1.0,gpcr,1.0,0.5309221697393154,2,0.36601911080928395,0,0,2,literature,1,1
0.625,0.6333333333333333,gpcr,0.6190476190476191,0.6432934981270013,5,0.11326594167433399,1,2,8,local flora,3,2
0.7333333333333333,0.75,gpcr,0.7222222222222222,0.6461380488643452,11,0.19070243160672518,0,4,15,local foods,4,7
0.6875,0.75,gpcr,0.6862745098039216,0.6380928745481614,11,0.17585213895936594,0,5,16,local occupations,5,6
0.4,0.41666666666666663,gpcr,0.4,1.0350535418636635,2,0.35520674819938974,2,1,5,local products,1,1
1.0,0.5,gpcr,0.5,0.6274967909430987,3,0.1043205928123786,0,0,3,marine navigation,3,0
0.25,0.2,gpcr,0.20000000000000004,0.7219192176122262,2,0.1304861739069649,3,3,8,places,2,0
0.6470588235294118,0.6470588235294118,gpcr,0.6458333333333334,0.6868136461263838,22,0.09853717240097244,5,7,34,safety,10,12
0.8333333333333334,0.75,gpcr,0.7777777777777778,0.685497211945413,5,0.09302310347433144,1,0,6,sports,4,1
0.5,0.3333333333333333,gpcr,0.3333333333333333,0.6773902478692231,2,0.12743623293662162,1,1,4,waste management,0,2
0.875,0.9166666666666667,gpcr,0.8545454545454545,0.5111954364737347,7,0.08835192107878038,0,1,8,wild life,5,2
0.4081145584725537,,medical_mcqa,,1.503044857472743,171,0.11083420244144623,,,419,__all__,,
0.296875,,medical_mcqa,,1.52098852378816,19,0.10672020595675209,,,64,anatomy,,
0.4576271186440678,,medical_mcqa,,1.5119611300017963,27,0.11352234805572045,,,59,gynaecology,,
0.3888888888888889,,medical_mcqa,,1.5007082807448309,14,0.12582590338287108,,,36,pathology,,
0.36619718309859156,,medical_mcqa,,1.5233632868127347,26,0.11476084247217584,,,71,pediatrics,,
0.45901639344262296,,medical_mcqa,,1.464110300739835,28,0.10912558007362128,,,61,pharmacology,,
0.3448275862068966,,medical_mcqa,,1.5154681971108748,20,0.10855513206725109,,,58,physiology,,
0.5285714285714286,,medical_mcqa,,1.4833521120064685,37,0.10666548126732575,,,70,surgery,,
0.3545543584720862,0.5118518518518519,oyxoy_metaphor,0.279261435759115,0.8420218935199479,724,1.1139148648673045,0,1318,2042,__all__,32,692
0.3545543584720862,0.5118518518518519,oyxoy_metaphor,0.279261435759115,0.8420218935199479,724,1.1139148648673045,0,1318,2042,metaphor,32,692
0.6327231121281465,0.49542908852533774,oyxoy_nli,0.495352016404648,0.6681173139260179,1106,1.0127059305251578,327,315,1748,Contradiction,1009,97
0.6441647597254004,0.6419030727335134,oyxoy_nli,0.640089668404334,0.6507053945233325,1126,0.9540252137877968,281,341,1748,Entailment,656,470
0.5898169336384439,0.49898276525310314,oyxoy_nli,0.373584735914833,0.6800526081140916,1031,0.9393766791644841,712,5,1748,Unknown,1029,2
0.622234935163997,0.5520991006840923,oyxoy_nli,0.5480158272454152,0.6662917721878147,3263,0.9687026078258175,1320,661,5244,__all__,2694,569
0.3931054835199292,0.5244121155339705,oyxoy_wic,0.3914882914708879,0.7443873619425799,21313,1.0466371975141504,2887,30017,54217,__all__,12054,9259
0.3931054835199292,0.5244121155339705,oyxoy_wic,0.3914882914708879,0.7443873619425799,21313,1.0466371975141504,2887,30017,54217,same_sense,12054,9259
0.38673867386738675,,oyxoy_wsd_definition,,1.297374115937513,3867,0.11949862239484327,,,9999,__all__,,
