rank	token_id	decoded	count	mass_pct	basis	popcount
118	43448	'します'	1284	0.0001	foreign_script	1
119	1838	'ν'	1278	0.0001	foreign_script	2
120	8243	'ré'	1261	0.0001	non_de_latin_char	13
121	1780	'ı'	1256	0.0001	non_de_latin_char	2
122	7546	'ères'	1217	0.0001	non_de_latin_char	4
123	2407	'と'	1212	0.0001	foreign_script	1
124	4624	'ál'	1210	0.0001	non_de_latin_char	8
125	36810	' Sánchez'	1206	0.0001	non_de_latin_char	8
126	9498	' Á'	1184	0.0001	non_de_latin_char	8
127	5013	'して'	1179	0.0001	foreign_script	1
128	2492	'ј'	1178	0.0001	foreign_script	2
129	34394	' Québec'	1177	0.0001	non_de_latin_char	13
130	1902	' на'	1171	0.0001	foreign_script	5
131	80800	' Côte'	1171	0.0001	non_de_latin_char	5
132	61411	'éry'	1155	0.0001	non_de_latin_char	13
133	26884	' Ž'	1142	0.0001	non_de_latin_char	9
134	33358	' Pérez'	1130	0.0001	non_de_latin_char	13
135	25064	' وَ'	1125	0.0001	foreign_script	1
136	21059	' Ré'	1111	0.0001	non_de_latin_char	13
137	6474	'ė'	1085	0.0001	non_de_latin_char	1
138	75033	' Cé'	1083	0.0001	non_de_latin_char	13
139	17992	' Ş'	1075	0.0001	non_de_latin_char	2
140	28086	' Å'	1070	0.0001	non_de_latin_char	4
141	48721	' Musée'	1070	0.0001	non_de_latin_char	13
142	8547	'ē'	1046	0.0001	non_de_latin_char	1
143	34093	'ński'	1039	0.0001	non_de_latin_char	1
144	4923	' Г'	1038	0.0001	foreign_script	5
145	48532	' Ø'	1035	0.0001	non_de_latin_char	2
146	4833	'ów'	1034	0.0001	non_de_latin_char	11
147	4141	'éc'	1023	0.0001	non_de_latin_char	13
148	44261	' Lé'	1015	0.0001	non_de_latin_char	13
149	4847	' è'	1005	0.0001	non_de_latin_char	4
150	31896	' González'	986	0.0001	non_de_latin_char	8
151	3938	'ス'	985	0.0001	foreign_script	1
152	2930	'ě'	983	0.0001	non_de_latin_char	1
153	4799	'リ'	980	0.0001	foreign_script	1
154	1712	'ь'	979	0.0001	foreign_script	3
155	5012	'ân'	977	0.0001	non_de_latin_char	4
156	2768	'な'	964	0.0001	foreign_script	1
157	1570	'я'	962	0.0001	foreign_script	3
158	2113	'ã'	960	0.0001	non_de_latin_char	2
159	48202	'ğlu'	941	0.0001	non_de_latin_char	2
160	41164	' Français'	932	0.0001	non_de_latin_char	5
161	2463	'ка'	922	0.0001	foreign_script	5
162	4324	' á'	911	0.0001	non_de_latin_char	8
163	33198	' Rodríguez'	911	0.0001	non_de_latin_char	9
164	54899	' Frédéric'	905	0.0001	non_de_latin_char	13
165	34981	' Fernández'	904	0.0001	non_de_latin_char	8
166	92743	' Málaga'	904	0.0001	non_de_latin_char	8
167	42069	' Río'	896	0.0001	non_de_latin_char	9
168	3735	' μ'	893	0.0001	foreign_script	2
169	2998	'在'	892	0.0001	foreign_script	3
170	9389	'ós'	886	0.0001	non_de_latin_char	11
171	2162	'ς'	884	0.0001	foreign_script	2
172	5111	'С'	870	0.0001	foreign_script	5
173	1614	' с'	869	0.0001	foreign_script	5
174	97238	'ān'	854	0.0001	non_de_latin_char	1
175	36397	'iqué'	850	0.0001	non_de_latin_char	13
176	54794	' Gérard'	850	0.0001	non_de_latin_char	13
177	10085	'év'	843	0.0001	non_de_latin_char	13
178	37396	' Bé'	840	0.0001	non_de_latin_char	13
179	49507	' Andrés'	837	0.0001	non_de_latin_char	13
180	1315	'а'	828	0.0001	foreign_script	5
181	3903	'ın'	821	0.0001	non_de_latin_char	2
182	1753	'і'	820	0.0001	foreign_script	1
183	55481	'ács'	819	0.0001	non_de_latin_char	8
184	60297	'Ç'	819	0.0001	non_de_latin_char	5
185	97014	'ּ'	819	0.0001	foreign_script	1
186	61230	' Nicolás'	814	0.0001	non_de_latin_char	8
187	2393	'い'	810	0.0001	foreign_script	1
188	5804	'ís'	808	0.0001	non_de_latin_char	9
189	7464	'ún'	806	0.0001	non_de_latin_char	9
190	9051	'ør'	804	0.0001	non_de_latin_char	2
191	2843	' не'	802	0.0001	foreign_script	5
192	36952	'ík'	790	0.0001	non_de_latin_char	9
193	25326	'َا'	788	0.0001	foreign_script	1
194	7792	'ità'	786	0.0001	non_de_latin_char	7
195	104880	'ָ'	785	0.0001	foreign_script	1
196	3405	'人'	780	0.0001	foreign_script	3
197	5862	'成'	780	0.0001	foreign_script	3
198	6912	'タ'	777	0.0001	foreign_script	1
199	3774	'ù'	776	0.0001	non_de_latin_char	3
200	15987	'サ'	766	0.0001	foreign_script	1
