Processed 4410000 documents (6065.67 docs/s, 27.34 MB/s)
Processed 4420000 documents (6068.43 docs/s, 27.35 MB/s)
Processed 4430000 documents (6065.54 docs/s, 27.34 MB/s)
Processed 4440000 documents (6068.21 docs/s, 27.35 MB/s)
Processed 4450000 documents (6066.64 docs/s, 27.34 MB/s)
Processed 4460000 documents (6060.59 docs/s, 27.31 MB/s)
Processed 4470000 documents (6065.29 docs/s, 27.33 MB/s)
Processed 4480000 documents (6066.85 docs/s, 27.33 MB/s)
Processed 4490000 documents (6067.91 docs/s, 27.34 MB/s)
Processed 4500000 documents (6069.61 docs/s, 27.35 MB/s)
Processed 4510000 documents (6060.25 docs/s, 27.30 MB/s)
Processed 4520000 documents (6064.27 docs/s, 27.32 MB/s)
Processed 4530000 documents (6066.23 docs/s, 27.33 MB/s)
Processed 4540000 documents (6061.40 docs/s, 27.31 MB/s)
Processed 4550000 documents (6066.83 docs/s, 27.33 MB/s)
Processed 4560000 documents (6064.59 docs/s, 27.32 MB/s)
Processed 4570000 documents (6063.96 docs/s, 27.32 MB/s)
Processed 4580000 documents (6066.17 docs/s, 27.33 MB/s)
Processed 4590000 documents (6060.04 docs/s, 27.30 MB/s)
Processed 4600000 documents (6067.47 docs/s, 27.33 MB/s)
Processed 4610000 documents (6060.67 docs/s, 27.30 MB/s)
Processed 4620000 documents (6061.65 docs/s, 27.30 MB/s)
Processed 4630000 documents (6067.43 docs/s, 27.33 MB/s)
Processed 4640000 documents (6062.50 docs/s, 27.31 MB/s)
Processed 4650000 documents (6066.16 docs/s, 27.32 MB/s)
Processed 4660000 documents (6052.69 docs/s, 27.26 MB/s)
Processed 4670000 documents (6060.83 docs/s, 27.29 MB/s)
Processed 4680000 documents (6068.84 docs/s, 27.33 MB/s)
Processed 4690000 documents (6066.55 docs/s, 27.31 MB/s)
Processed 4700000 documents (6062.68 docs/s, 27.30 MB/s)
Processed 4710000 documents (6068.13 docs/s, 27.32 MB/s)
Processed 4720000 documents (6066.73 docs/s, 27.31 MB/s)
Processed 4730000 documents (6068.49 docs/s, 27.32 MB/s)
Processed 4740000 documents (6066.14 docs/s, 27.31 MB/s)
Processed 4750000 documents (6061.07 docs/s, 27.28 MB/s)
Processed 4760000 documents (6068.85 docs/s, 27.31 MB/s)
Processed 4770000 documents (6052.82 docs/s, 27.24 MB/s)
Processed 4780000 documents (6060.09 docs/s, 27.28 MB/s)
Processed 4790000 documents (6067.86 docs/s, 27.31 MB/s)
Processed 4800000 documents (6066.02 docs/s, 27.30 MB/s)
Processed 4810000 documents (6066.70 docs/s, 27.30 MB/s)
Processed 4820000 documents (6031.29 docs/s, 27.15 MB/s)
Processed 4830000 documents (6039.21 docs/s, 27.18 MB/s)
Processed 4840000 documents (6047.35 docs/s, 27.21 MB/s)
Processed 4850000 documents (6055.73 docs/s, 27.24 MB/s)
Processed 4860000 documents (6063.64 docs/s, 27.28 MB/s)
Processed 4870000 documents (6071.30 docs/s, 27.31 MB/s)
Processed 4880000 documents (6068.31 docs/s, 27.29 MB/s)
Processed 4890000 documents (6060.23 docs/s, 27.26 MB/s)
Processed 4900000 documents (6067.69 docs/s, 27.29 MB/s)
Processed 4910000 documents (6068.10 docs/s, 27.29 MB/s)
Processed 4920000 documents (6069.19 docs/s, 27.30 MB/s)
Processed 4930000 documents (6062.71 docs/s, 27.27 MB/s)
Processed 4940000 documents (5912.58 docs/s, 26.60 MB/s)
Processed 4950000 documents (5918.78 docs/s, 26.64 MB/s)
Processed 4960000 documents (5925.25 docs/s, 26.68 MB/s)
Processed 4970000 documents (5931.49 docs/s, 26.72 MB/s)
Processed 4980000 documents (5937.99 docs/s, 26.75 MB/s)
Processed 4990000 documents (5944.11 docs/s, 26.79 MB/s)
Processed 5000000 documents (5950.99 docs/s, 26.82 MB/s)
Processed 5010000 documents (5958.06 docs/s, 26.86 MB/s)
Processed 5020000 documents (5965.35 docs/s, 26.89 MB/s)
Processed 5030000 documents (5972.64 docs/s, 26.92 MB/s)
Processed 5040000 documents (5979.82 docs/s, 26.96 MB/s)
Processed 5050000 documents (5986.99 docs/s, 26.99 MB/s)
Processed 5060000 documents (5994.06 docs/s, 27.02 MB/s)
Processed 5070000 documents (6001.15 docs/s, 27.05 MB/s)
Processed 5080000 documents (6000.48 docs/s, 27.05 MB/s)
Processed 5090000 documents (5993.39 docs/s, 27.02 MB/s)
Processed 5100000 documents (5997.07 docs/s, 27.03 MB/s)
Processed 5110000 documents (6000.21 docs/s, 27.05 MB/s)
Processed 5120000 documents (5997.19 docs/s, 27.03 MB/s)
Processed 5130000 documents (5998.99 docs/s, 27.03 MB/s)
Processed 5140000 documents (5996.52 docs/s, 27.02 MB/s)
Processed 5150000 documents (5998.08 docs/s, 27.03 MB/s)
Processed 5160000 documents (5998.26 docs/s, 27.03 MB/s)
Processed 5170000 documents (5999.71 docs/s, 27.03 MB/s)
Processed 5180000 documents (5990.85 docs/s, 26.99 MB/s)
Processed 5190000 documents (5997.95 docs/s, 27.02 MB/s)
Processed 5200000 documents (5998.67 docs/s, 27.03 MB/s)
Processed 5210000 documents (5998.87 docs/s, 27.03 MB/s)
Processed 5220000 documents (5996.98 docs/s, 27.02 MB/s)
Processed 5230000 documents (5992.75 docs/s, 27.00 MB/s)
Processed 5240000 documents (5996.92 docs/s, 27.01 MB/s)
Processed 5250000 documents (5995.27 docs/s, 27.01 MB/s)
Processed 5260000 documents (5998.05 docs/s, 27.02 MB/s)
Processed 5270000 documents (5998.72 docs/s, 27.02 MB/s)
Processed 5280000 documents (5992.64 docs/s, 26.99 MB/s)
Processed 5290000 documents (5991.80 docs/s, 26.99 MB/s)
Processed 5300000 documents (5993.65 docs/s, 26.99 MB/s)
Processed 5310000 documents (5997.26 docs/s, 27.01 MB/s)
Processed 5320000 documents (5988.20 docs/s, 26.97 MB/s)
Processed 5330000 documents (5995.38 docs/s, 27.00 MB/s)
Processed 5340000 documents (5988.49 docs/s, 26.97 MB/s)
Processed 5350000 documents (5994.21 docs/s, 27.00 MB/s)
Processed 5360000 documents (5988.62 docs/s, 26.97 MB/s)
Processed 5370000 documents (5995.56 docs/s, 27.00 MB/s)
Processed 5380000 documents (5994.08 docs/s, 27.00 MB/s)
Processed 5390000 documents (5992.36 docs/s, 26.99 MB/s)
Processed 5400000 documents (5995.04 docs/s, 27.00 MB/s)
Processed 5410000 documents (5991.27 docs/s, 26.98 MB/s)
Processed 5420000 documents (5993.57 docs/s, 26.99 MB/s)
Processed 5430000 documents (5994.20 docs/s, 26.99 MB/s)
Processed 5440000 documents (5996.34 docs/s, 27.00 MB/s)
Processed 5450000 documents (5994.32 docs/s, 26.99 MB/s)
Processed 5460000 documents (5996.85 docs/s, 27.00 MB/s)
Processed 5470000 documents (5993.78 docs/s, 26.99 MB/s)
Processed 5480000 documents (5992.27 docs/s, 26.98 MB/s)
Processed 5490000 documents (5991.64 docs/s, 26.98 MB/s)
Processed 5500000 documents (5992.48 docs/s, 26.98 MB/s)
Processed 5510000 documents (5992.47 docs/s, 26.98 MB/s)
Processed 5520000 documents (5991.45 docs/s, 26.97 MB/s)
Processed 5530000 documents (5993.80 docs/s, 26.98 MB/s)
Processed 5540000 documents (5993.96 docs/s, 26.98 MB/s)
Processed 5550000 documents (5991.45 docs/s, 26.97 MB/s)
Processed 5560000 documents (5987.28 docs/s, 26.95 MB/s)
Processed 5570000 documents (5993.62 docs/s, 26.98 MB/s)
Processed 5580000 documents (5990.22 docs/s, 26.96 MB/s)
Processed 5590000 documents (5994.77 docs/s, 26.98 MB/s)
Processed 5600000 documents (5988.55 docs/s, 26.95 MB/s)
Processed 5610000 documents (5995.32 docs/s, 26.98 MB/s)
Processed 5620000 documents (5996.76 docs/s, 26.99 MB/s)
Processed 5630000 documents (5996.15 docs/s, 26.98 MB/s)
Processed 5640000 documents (5960.21 docs/s, 26.82 MB/s)
Processed 5650000 documents (5967.19 docs/s, 26.85 MB/s)
Processed 5660000 documents (5974.17 docs/s, 26.88 MB/s)
Processed 5670000 documents (5980.99 docs/s, 26.90 MB/s)
Processed 5680000 documents (5988.04 docs/s, 26.93 MB/s)
Processed 5690000 documents (5994.88 docs/s, 26.96 MB/s)
Processed 5700000 documents (5997.78 docs/s, 26.97 MB/s)
Processed 5710000 documents (5995.17 docs/s, 26.96 MB/s)
Processed 5720000 documents (5999.20 docs/s, 26.98 MB/s)
Processed 5730000 documents (5999.36 docs/s, 26.98 MB/s)
Processed 5740000 documents (5995.09 docs/s, 26.96 MB/s)
Processed 5750000 documents (6001.63 docs/s, 26.98 MB/s)
{
  "input": "/iopsstor/scratch/cscs/fffoivos/cpt_corpus/bulk_mix.nfc.jsonl",
  "output_prefix": "/iopsstor/scratch/cscs/fffoivos/cpt_corpus/bulk_mix_base_nfc_megatron/bulk_mix_text_document",
  "bin": "/iopsstor/scratch/cscs/fffoivos/cpt_corpus/bulk_mix_base_nfc_megatron/bulk_mix_text_document.bin",
  "idx": "/iopsstor/scratch/cscs/fffoivos/cpt_corpus/bulk_mix_base_nfc_megatron/bulk_mix_text_document.idx",
  "tokenizer_model": "/iopsstor/scratch/cscs/fffoivos/models/apertus-8b-2509",
  "json_key": "text",
  "append_eod": true,
  "workers": 64,
  "chunk_size": 64,
  "limit": 0,
  "rows": 5754172,
  "sequences": 5754172,
  "documents": 5754173,
  "tokens": 9831704774,
  "bytes_read": 27125565083,
  "wall_seconds": 960.677738904953,
  "format": "Megatron indexed dataset v1, int32 document-level"
}
